college_gsis_id,position,player_name,season,team,school_code,passing_attempts,passing_completions,passing_yards,passing_completion_percentage,passing_touchdowns,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_receptions,receiving_touchdowns,receiving_yards,defense_pass_breakups,defense_qb_hurries,defense_sacks,defense_solo_tackles,defense_total_tackles,defense_tackles_for_loss,defense_interceptions,defense_touchdowns,kickreturns_avg,kickreturns_long,kickreturns_no,kickreturns_touchdowns,kickreturns_yards,puntreturns_avg,puntreturns_long,puntreturns_no,puntreturns_td,puntreturns_yds,total_fumbles,total_fumbles_lost
307301,WR,Kearis Jackson,2018,Georgia,GAUN,,,,,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
307301,WR,Kearis Jackson,2019,Georgia,GAUN,,,,,,,2,10,0,5,0,79,,,,,,,,,,,,,,5.5,6,2,0,11,1,1
307301,WR,Kearis Jackson,2020,Georgia,GAUN,,,,,,,,,,36,3,514,,,,,,,,,27.1,56,11,0,298,6.6,52,15,0,99,1,0
307301,WR,Kearis Jackson,2021,Georgia,GAUN,,,,,,,1,37,0,16,1,194,,,,,,,,,19.3,32,6,0,116,8.6,41,22,0,189,1,0
307301,WR,Kearis Jackson,2022,Georgia,GAUN,,,,,,,1,-5,0,21,0,320,,,,,,,,,22,36,17,0,374,17,28,3,0,51,,
307946,WR,Nikko Remigio,2018,California,CAUN,,,,,,,1,-1,0,11,0,62,,,,,,,,,,,,,,5.8,46,17,0,98,2,0
307946,WR,Nikko Remigio,2019,California,CAUN,,,,,,,3,8,0,38,3,513,0,0,0,1,1,0,,0,,,,,,11.5,32,12,0,138,,
307946,WR,Nikko Remigio,2020,California,CAUN,,,,,,,3,11,0,10,2,90,0,0,0,2,2,0,,0,18.3,22,3,0,55,4.7,19,7,0,33,2,1
307946,WR,Nikko Remigio,2021,California,CAUN,,,,,,,7,57,0,38,2,238,0,0,0,2,2,0,,1,29.1,99,17,1,494,7,21,10,0,70,1,0
307946,WR,Nikko Remigio,2022,Fresno State,CAFR,,,,,,,6,42,2,74,6,852,0,0,0,0,0,0,,2,22.9,47,21,0,480,19.9,87,13,2,259,2,0
307962,RB,Charles McClelland,2018,Cincinnati,OHCI,,,,,,,63,485,4,9,1,108,,,,,,,,,13.3,24,7,0,93,,,,,,2,1
307962,RB,Charles McClelland,2020,Cincinnati,OHCI,,,,,,,22,115,0,1,0,5,0,0,0,2,2,0,,0,,,,,,,,,,,1,0
307962,RB,Charles McClelland,2021,Cincinnati,OHCI,,,,,,,37,190,1,5,0,34,0,0,0,3,3,0,,0,,,,,,,,,,,1,1
307962,RB,Charles McClelland,2022,Cincinnati,OHCI,,,,,,,146,849,7,15,0,126,0,0,0,1,1,0,,0,7.5,20,2,0,15,,,,,,2,1
307974,RB,Tavion Thomas,2018,Cincinnati,OHCI,,,,,,,89,499,6,1,0,-2,,,,,,,,,,,,,,,,,,,2,0
307974,RB,Tavion Thomas,2019,Cincinnati,OHCI,,,,,,,40,190,1,1,0,6,,,,,,,,,,,,,,,,,,,1,1
307974,RB,Tavion Thomas,2021,Utah,UTUN,,,,,,,204,1108,21,2,0,3,,,,,,,,,,,,,,,,,,,3,2
307974,RB,Tavion Thomas,2022,Utah,UTUN,,,,,,,142,687,7,6,0,43,0,0,0,1,1,0,,0,,,,,,,,,,,2,1
307999,DE,Yasir Abdullah,2018,Louisville,KYLO,,,,,,,,,,,,,1,1,0,3,8,0,,0,,,,,,,,,,,,
307999,DE,Yasir Abdullah,2019,Louisville,KYLO,,,,,,,,,,,,,0,0,1,26,45,4,1,0,,,,,,,,,,,0,0
307999,DE,Yasir Abdullah,2020,Louisville,KYLO,,,,,,,,,,,,,0,1,3,18,33,7,,0,,,,,,,,,,,,
307999,DE,Yasir Abdullah,2021,Louisville,KYLO,,,,,,,,,,,,,3,2,10,43,61,17.5,,0,,,,,,,,,,,,
307999,DE,Yasir Abdullah,2022,Louisville,KYLO,,,,,,,,,,,,,4,7,9.5,32,59,14.5,2,0,,,,,,,,,,,0,0
308017,IB,Austin Ajiake,2018,UNLV,NVLV,,,,,,,,,,,,,0,0,0,3,5,0,,0,9,9,1,0,9,,,,,,,
308017,IB,Austin Ajiake,2019,UNLV,NVLV,,,,,,,,,,,,,0,0,0,9,14,0,,0,,,,,,,,,,,,
308017,IB,Austin Ajiake,2020,UNLV,NVLV,,,,,,,,,,,,,0,1,0,2,6,0,,0,,,,,,,,,,,,
308017,IB,Austin Ajiake,2021,UNLV,NVLV,,,,,,,,,,,,,1,1,0,43,74,1,,0,,,,,,,,,,,,
308017,IB,Austin Ajiake,2022,UNLV,NVLV,,,,,,,,,,,,,0,1,3,58,124,10,2,0,,,,,,,,,,,0,0
308041,WR,Justin Shorter,2018,Penn State,PAST,,,,,,,1,9,0,3,0,20,,,,,,,,,,,,,,,,,,,,
308041,WR,Justin Shorter,2019,Penn State,PAST,,,,,,,,,,12,0,137,0,0,0,2,2,0,,0,,,,,,,,,,,,
308041,WR,Justin Shorter,2020,Florida,FLUN,,,,,,,,,,25,3,268,0,0,0,4,5,0,,0,17,18,2,0,34,,,,,,1,1
308041,WR,Justin Shorter,2021,Florida,FLUN,,,,,,,,,,41,3,550,0,0,0,3,9,0,,0,0,0,1,0,0,,,,,,,
308041,WR,Justin Shorter,2022,Florida,FLUN,,,,,,,,,,29,2,577,0,0,0,1,1,0,,0,,,,,,,,,,,,
308112,RB,Tyrone Tracy Jr.,2018,Iowa,IAUN,,,,,,,1,-1,0,1,0,22,,,,,,,,,,,,,,,,,,,,
308112,RB,Tyrone Tracy Jr.,2019,Iowa,IAUN,,,,,,,6,39,1,36,3,589,0,0,0,1,1,0,,0,,,,,,,,,,,,
308112,RB,Tyrone Tracy Jr.,2020,Iowa,IAUN,,,,,,,2,22,0,14,1,154,,,,,,,,,,,,,,,,,,,,
308112,RB,Tyrone Tracy Jr.,2021,Iowa,IAUN,,,,,,,7,33,1,15,1,106,,,,,,,,,,,,,,,,,,,,
308112,RB,Tyrone Tracy Jr.,2022,Purdue,INPU,,,,,,,17,133,0,22,0,165,0,0,0,2,3,0,,0,20,20,1,0,20,,,,,,1,1
308112,RB,Tyrone Tracy Jr.,2023,Purdue,INPU,,,,,,,113,716,8,19,0,132,0,0,0,3,3,0,,1,25.5,98,16,1,408,4.7,10,3,0,14,,
308621,DC,Starling Thomas V,2018,UAB,ALBI,,,,,,,,,,,,,3,0,0,9,9,0,,0,37.5,61,2,0,75,19,27,2,0,38,,
308621,DC,Starling Thomas V,2019,UAB,ALBI,,,,,,,,,,,,,2,0,0,16,26,0,1,0,17.3,21,3,0,52,,,,,,1,1
308621,DC,Starling Thomas V,2021,UAB,ALBI,,,,,,,,,,,,,8,0,0,29,41,0,2,0,8.7,18,6,0,52,7.8,36,10,0,78,0,0
308621,DC,Starling Thomas V,2022,UAB,ALBI,,,,,,,1,6,0,,,,14,0,0,17,27,1,,0,15,23,3,0,45,5.1,29,10,0,51,3,2
309075,WR,Mason Kinsey,2018,The Citadel,SCCI,,,,,,,,,,,,,0,1,0,1,3,0.5,,0,,,,,,,,,,,,
309075,WR,Mason Kinsey,2021,McNeese,LAMC,,,,,,,,,,,,,1,0,0,2,5,0,,0,,,,,,,,,,,,
309075,WR,Mason Kinsey,2022,McNeese,LAMC,,,,,,,,,,,,,0,0,0,1,3,0,1,0,,,,,,,,,,,,
309261,DT,Brodric Martin,2020,North Alabama,ALNO,,,,,,,,,,,,,0,0,0,3,7,1.5,,0,,,,,,,,,,,,
309261,DT,Brodric Martin,2021,Western Kentucky,KYWE,,,,,,,,,,,,,1,1,2.5,12,31,4.5,,0,,,,,,,,,,,0,0
309261,DT,Brodric Martin,2022,Western Kentucky,KYWE,,,,,,,,,,,,,1,7,1.5,15,30,1.5,,0,,,,,,,,,,,,
309289,OT,Mark Evans II,2018,Arkansas-Pine Bluff,ARPB,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
309289,OT,Mark Evans II,2021,Arkansas-Pine Bluff,ARPB,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
309574,WR,David White Jr.,2022,Western Carolina,NCWE,,,,,,,,,,20,5,384,,,,,,,,,,,,,,,,,,,,
309574,WR,David White Jr.,2023,Western Carolina,NCWE,,,,,,,,,,34,6,519,,,,,,,,,,,,,,,,,,,1,0
310013,DS,Christian Young,2018,Arizona,AZUN,,,,,,,,,,,,,0,0,0,8,14,0.5,,0,,,,,,,,,,,0,0
310013,DS,Christian Young,2019,Arizona,AZUN,,,,,,,,,,,,,3,0,0,19,25,0,,0,,,,,,,,,,,0,0
310013,DS,Christian Young,2021,Arizona,AZUN,,,,,,,,,,,,,4,1,0,28,67,2,,0,,,,,,,,,,,,
310013,DS,Christian Young,2022,Arizona,AZUN,,,,,,,,,,,,,2,1,0.5,47,76,6.5,,0,,,,,,,,,,,0,0
310224,QB,Tim DeMorat,2019,Fordham,NYFO,35,20,221,0.571,1,2,4,-7,0,,,,,,,,,,,,,,,,,,,,,,,
310224,QB,Tim DeMorat,2021,Fordham,NYFO,69,33,373,0.478,3,5,6,-3,0,,,,,,,,,,,,,,,,,,,,,,4,3
310224,QB,Tim DeMorat,2022,Fordham,NYFO,499,326,4891,0.653,56,10,56,48,5,2,0,16,,,,,,,,,,,,,,,,,,,4,0
310262,DC,Lance Boykin,2018,Old Dominion,VAOD,,,,,,,,,,,,,4,0,0,13,24,0,1,0,,,,,,,,,,,,
310262,DC,Lance Boykin,2019,Old Dominion,VAOD,,,,,,,,,,,,,1,0,0,16,30,0,1,0,,,,,,,,,,,,
310262,DC,Lance Boykin,2021,Coastal Carolina,SCCC,,,,,,,,,,,,,4,0,1,17,24,1.5,1,0,,,,,,,,,,,,
310262,DC,Lance Boykin,2022,Coastal Carolina,SCCC,,,,,,,,,,,,,7,0,1,31,46,1.5,2,0,,,,,,,,,,,,
310271,TE,Joel Wilson,2018,Central Michigan,MICE,,,,,,,,,,1,0,5,,,,,,,,,14,14,1,0,14,,,,,,,
310271,TE,Joel Wilson,2019,Central Michigan,MICE,,,,,,,,,,1,0,7,0,0,0,1,1,0,,0,,,,,,,,,,,,
310271,TE,Joel Wilson,2020,Central Michigan,MICE,,,,,,,,,,5,0,50,0,0,0,1,1,0,,0,,,,,,,,,,,,
310271,TE,Joel Wilson,2021,Central Michigan,MICE,,,,,,,1,0,0,31,6,367,,,,,,,,,,,,,,,,,,,,
310271,TE,Joel Wilson,2022,Central Michigan,MICE,,,,,,,3,1,0,44,6,445,0,0,0,0,1,0,,0,,,,,,,,,,,1,1
310313,TE,Leonard Taylor,2018,Cincinnati,OHCI,,,,,,,,,,3,0,31,,,,,,,,,9,9,1,0,9,,,,,,,
310313,TE,Leonard Taylor,2019,Cincinnati,OHCI,,,,,,,,,,4,1,37,,,,,,,,,13,13,1,0,13,,,,,,,
310313,TE,Leonard Taylor,2020,Cincinnati,OHCI,,,,,,,,,,16,1,191,0,0,0,1,2,0,,0,,,,,,,,,,,,
310313,TE,Leonard Taylor,2021,Cincinnati,OHCI,,,,,,,,,,28,4,268,0,0,0,1,1,0,,0,,,,,,,,,,,,
310313,TE,Leonard Taylor,2022,Cincinnati,OHCI,,,,,,,1,10,0,18,2,170,,,,,,,,,,,,,,,,,,,,
310529,WR,Jadakis Bonds,2019,Hampton,VAHI,,,,,,,,,,8,2,144,,,,,,,,,,,,,,,,,,,,
310529,WR,Jadakis Bonds,2021,Hampton,VAHI,,,,,,,,,,5,1,68,,,,,,,,,,,,,,,,,,,,
310529,WR,Jadakis Bonds,2022,Hampton,VAHI,,,,,,,2,0,0,49,10,855,,,,,,,,,,,,,,,,,,,,
310537,DC,Isaiah Johnson,2022,Syracuse,NYSY,,,,,,,,,,,,,1,0,0,33,47,0,1,0,,,,,,,,,,,,
310537,DC,Isaiah Johnson,2023,Syracuse,NYSY,,,,,,,,,,,,,5,0,0,37,58,1,1,0,,,,,,,,,,,,
310566,OT,Mason Brooks,2018,Western Kentucky,KYWE,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
312167,DT,Khristian Boyd,2021,Northern Iowa,IANO,,,,,,,,,,,,,0,0,0,0,2,0,,0,,,,,,,,,,,,
312167,DT,Khristian Boyd,2022,Northern Iowa,IANO,,,,,,,,,,,,,0,0,0,3,5,0,,0,,,,,,,,,,,,
312167,DT,Khristian Boyd,2023,Northern Iowa,IANO,,,,,,,,,,,,,0,0,0,0,3,0,,0,,,,,,,,,,,,
312931,OT,Julian Pearl,2018,Illinois,ILUN,,,,,,,,,,,,,0,0,0,0,1,1,,0,,,,,,,,,,,,
312931,OT,Julian Pearl,2023,Illinois,ILUN,,,,,,,,,,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
312958,RB,Isaac Guerendo,2019,Wisconsin,WIUN,,,,,,,1,1,0,1,0,3,0,0,0,1,1,0,,0,0,49,0,0,49,,,,,,,
312958,RB,Isaac Guerendo,2020,Wisconsin,WIUN,,,,,,,11,36,0,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
312958,RB,Isaac Guerendo,2021,Wisconsin,WIUN,,,,,,,23,160,1,2,0,6,0,0,0,1,1,0,,0,,,,,,,,,,,,
312958,RB,Isaac Guerendo,2022,Wisconsin,WIUN,,,,,,,65,390,5,17,1,115,0,0,0,2,2,0,,0,22.7,50,20,0,454,,,,,,2,1
312958,RB,Isaac Guerendo,2023,Louisville,KYLO,,,,,,,132,810,11,22,0,234,,,,,,,,,19.2,48,11,0,211,,,,,,2,0
312986,DE,Truman Jones,2021,Harvard,MAHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
313041,DE,Titus Leo,2019,Wagner,NYWA,,,,,,,,,,,,,0,0,0,8,11,0,,0,,,,,,,,,,,,
313041,DE,Titus Leo,2021,Wagner,NYWA,,,,,,,,,,,,,1,1,1,5,5,1,,0,,,,,,,,,,,,
313041,DE,Titus Leo,2022,Wagner,NYWA,,,,,,,,,,,,,0,0,0,2,4,0,,0,,,,,,,,,,,0,0
314613,WR,Jaxon Janke,2019,South Dakota State,SDST,,,,,,,,,,2,0,20,,,,,,,,,,,,,,,,,,,,
314613,WR,Jaxon Janke,2021,South Dakota State,SDST,,,,,,,,,,3,0,58,,,,,,,,,,,,,,,,,,,3,1
314613,WR,Jaxon Janke,2022,South Dakota State,SDST,,,,,,,1,14,0,51,8,737,,,,,,,,,,,,,,8,8,1,0,8,,
314613,WR,Jaxon Janke,2023,South Dakota State,SDST,1,1,2,1,0,0,2,34,0,48,5,777,,,,,,,,,,,,,,,,,,,,
314806,DE,Junior Fehoko,2018,San José State,CASJ,,,,,,,,,,,,,0,0,0,2,5,0,,0,,,,,,,,,,,,
314806,DE,Junior Fehoko,2019,San José State,CASJ,,,,,,,,,,,,,4,2,1,16,44,3,,0,,,,,,,,,,,,
314806,DE,Junior Fehoko,2020,San José State,CASJ,,,,,,,,,,,,,1,2,6,23,36,12.5,,0,,,,,,,,,,,0,0
314806,DE,Junior Fehoko,2021,San José State,CASJ,,,,,,,,,,,,,6,5,7,21,37,12.5,,0,,,,,,,,,,,,
314806,DE,Junior Fehoko,2022,San José State,CASJ,,,,,,,,,,,,,1,6,10,40,64,18.5,,0,,,,,,,,,,,0,0
314829,TE,McCallan Castles,2018,California,CAUN,,,,,,,,,,1,0,15,,,,,,,,,,,,,,,,,,,,
314829,TE,McCallan Castles,2021,UC Davis,CADA,,,,,,,,,,4,1,44,,,,,,,,,,,,,,,,,,,,
314829,TE,McCallan Castles,2022,UC Davis,CADA,,,,,,,,,,30,2,347,,,,,,,,,4,4,1,0,4,,,,,,,
314829,TE,McCallan Castles,2023,Tennessee,TNUN,,,,,,,,,,22,5,283,,,,,,,,,,,,,,,,,,,,
314838,IB,Shaka Heyward,2019,Duke,NCDU,,,,,,,,,,,,,0,2,3.5,39,68,6.5,1,0,,,,,,,,,,,0,0
314838,IB,Shaka Heyward,2020,Duke,NCDU,,,,,,,,,,,,,0,3,3,49,79,8.5,,0,,,,,,,,,,,0,0
314838,IB,Shaka Heyward,2021,Duke,NCDU,,,,,,,,,,,,,1,5,3,37,97,10.5,1,0,,,,,,,,,,,,
314838,IB,Shaka Heyward,2022,Duke,NCDU,,,,,,,,,,,,,6,1,2,48,93,6,2,0,,,,,,,,,,,0,0
315830,DC,Beanie Bishop,2018,Western Kentucky,KYWE,,,,,,,,,,1,0,-2,0,0,0,1,1,0,,0,,,,,,,,,,,,
315830,DC,Beanie Bishop,2019,Western Kentucky,KYWE,,,,,,,,,,,,,1,0,0,11,16,0,,0,,,,,,,,,,,,
315830,DC,Beanie Bishop,2020,Western Kentucky,KYWE,,,,,,,,,,,,,4,0,0,13,14,2,,0,30.8,43,4,0,123,,,,,,,
315830,DC,Beanie Bishop,2021,Western Kentucky,KYWE,,,,,,,,,,,,,4,0,0,33,42,6.5,3,1,21.1,48,32,0,676,,,,,,,
315830,DC,Beanie Bishop,2022,Minnesota,MNUN,,,,,,,,,,,,,1,0,1,20,28,1,,0,,,,,,,,,,,,
315830,DC,Beanie Bishop,2023,West Virginia,WVUN,,,,,,,,,,,,,20,0,0,54,67,0.5,4,1,17.3,20,4,0,69,41,78,2,1,82,,
315836,OG,Elijah Klein,2020,UTEP,TXEP,,,,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,1,1
315836,OG,Elijah Klein,2021,UTEP,TXEP,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
316832,OG,X'Zauvea Gadlin,2019,Tulsa,OKTU,,,,,,,,,,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
316832,OG,X'Zauvea Gadlin,2022,Liberty,VALB,,,,,,,,,,,,,0,0,0,0,1,0,,0,,,,,,,,,,,,
316838,TE,Blake Whiteheart,2020,Wake Forest,NCWF,,,,,,,,,,5,0,61,0,0,0,1,1,1,,0,,,,,,,,,,,,
316838,TE,Blake Whiteheart,2021,Wake Forest,NCWF,,,,,,,,,,15,3,185,0,0,0,3,3,0,,0,10,10,1,0,10,,,,,,,
316838,TE,Blake Whiteheart,2022,Wake Forest,NCWF,,,,,,,,,,24,3,295,0,0,0,2,2,0,,0,,,,,,,,,,,,
316846,DT,Moro Ojomo,2018,Texas,TXUN,,,,,,,,,,,,,0,1,0,0,0,0,,0,,,,,,,,,,,,
316846,DT,Moro Ojomo,2019,Texas,TXUN,,,,,,,,,,,,,0,3,0,8,14,2.5,,0,,,,,,,,,,,0,0
316846,DT,Moro Ojomo,2020,Texas,TXUN,,,,,,,,,,,,,1,3,2,10,21,2.5,,0,,,,,,,,,,,,
316846,DT,Moro Ojomo,2021,Texas,TXUN,,,,,,,,,,,,,1,2,0,15,25,2,,0,,,,,,,,,,,,
316846,DT,Moro Ojomo,2022,Texas,TXUN,,,,,,,,,,,,,0,2,3,15,31,5.5,,0,,,,,,,,,,,,
316847,DT,Keondre Coburn,2018,Texas,TXUN,,,,,,,,,,,,,0,0,0,2,2,0,,0,,,,,,,,,,,,
316847,DT,Keondre Coburn,2019,Texas,TXUN,,,,,,,,,,,,,0,1,2,17,25,4.5,,0,,,,,,,,,,,,
316847,DT,Keondre Coburn,2020,Texas,TXUN,,,,,,,,,,,,,2,1,1,12,24,4.5,,0,,,,,,,,,,,,
316847,DT,Keondre Coburn,2021,Texas,TXUN,,,,,,,,,,,,,0,1,1,9,15,2,,0,,,,,,,,,,,,
316847,DT,Keondre Coburn,2022,Texas,TXUN,,,,,,,,,,,,,0,1,2.5,9,25,4,,0,,,,,,,,,,,,
316848,DT,Scott Matlock,2019,Boise State,IDBO,,,,,,,,,,,,,0,0,0,0,2,0.5,,0,,,,,,,,,,,,
316848,DT,Scott Matlock,2020,Boise State,IDBO,,,,,,,,,,,,,0,0,2,9,22,4.5,,0,,,,,,,,,,,,
316848,DT,Scott Matlock,2021,Boise State,IDBO,,,,,,,,,,1,1,3,1,3,7,29,41,8.5,,0,,,,,,,,,,,0,0
316848,DT,Scott Matlock,2022,Boise State,IDBO,,,,,,,,,,1,1,1,0,6,2,20,41,5,,0,,,,,,,,,,,,
317168,RB,Blake Watson,2018,Old Dominion,VAOD,,,,,,,,,,,,,,,,,,,,,18,18,1,0,18,,,,,,,
317168,RB,Blake Watson,2019,Old Dominion,VAOD,,,,,,,25,116,1,13,0,79,,,,,,,,,26.4,75,24,0,633,,,,,,,
317168,RB,Blake Watson,2021,Old Dominion,VAOD,,,,,,,215,1112,8,10,1,55,0,0,0,1,1,0,,0,,,,,,,,,,,2,0
317168,RB,Blake Watson,2022,Old Dominion,VAOD,,,,,,,157,897,5,37,2,314,,,,,,,,,,,,,,,,,,,1,0
317168,RB,Blake Watson,2023,Memphis,TNMS,,,,,,,192,1152,14,53,3,485,0,0,0,0,1,0,,0,5,5,1,0,5,,,,,,2,1
317187,TE,Luke Schoonmaker,2019,Michigan,MIUN,,,,,,,,,,2,1,54,,,,,,,,,,,,,,,,,,,,
317187,TE,Luke Schoonmaker,2021,Michigan,MIUN,,,,,,,,,,17,3,165,,,,,,,,,,,,,,,,,,,,
317187,TE,Luke Schoonmaker,2022,Michigan,MIUN,,,,,,,,,,35,3,418,,,,,,,,,,,,,,,,,,,,
317480,WR,Jadon Janke,2021,South Dakota State,SDST,,,,,,,,,,6,2,92,,,,,,,,,-2,0,1,0,-2,,,,,,,
317480,WR,Jadon Janke,2022,South Dakota State,SDST,2,1,16,0.5,0,0,2,7,0,46,5,706,,,,,,,,,17.8,28,8,0,142,13.2,58,12,0,158,3,3
317480,WR,Jadon Janke,2023,South Dakota State,SDST,,,,,,,2,11,1,55,10,931,,,,,,,,,,,,,,,,,,,,
317610,WR,Jacob Copeland,2018,Florida,FLUN,,,,,,,,,,1,0,16,,,,,,,,,26,26,1,0,26,,,,,,,
317610,WR,Jacob Copeland,2019,Florida,FLUN,,,,,,,4,28,0,21,2,273,0,0,0,0,1,0,,0,,,,,,,,,,,,
317610,WR,Jacob Copeland,2020,Florida,FLUN,,,,,,,1,17,0,23,3,435,,,,,,,,,,,,,,,,,,,1,0
317610,WR,Jacob Copeland,2021,Florida,FLUN,,,,,,,3,20,0,41,4,642,0,0,0,1,1,0,,0,17,17,1,0,17,,,,,,1,1
317610,WR,Jacob Copeland,2022,Maryland,MDUN,,,,,,,1,-1,0,26,2,376,0,0,0,1,1,0,,0,16,29,8,0,128,,,,,,,
317763,WR,Bryce Wheaton,2019,West Virginia,WVUN,,,,,,,,,,12,2,201,0,0,0,1,1,0,,0,,,,,,,,,,,,
317763,WR,Bryce Wheaton,2020,West Virginia,WVUN,,,,,,,,,,27,3,416,,,,,,,,,,,,,,-1,0,1,0,-1,1,1
317763,WR,Bryce Wheaton,2021,West Virginia,WVUN,,,,,,,,,,42,3,575,0,0,0,2,3,0,,0,,,,,,,,,,,,
317763,WR,Bryce Wheaton,2022,West Virginia,WVUN,,,,,,,,,,62,7,675,0,0,0,3,3,0,,0,,,,,,,,,,,,
317794,RB,Deshaun Fenwick,2018,South Carolina,SCUN,,,,,,,21,115,1,,,,,,,,,,,,,,,,,,,,,,,
317794,RB,Deshaun Fenwick,2019,South Carolina,SCUN,,,,,,,22,111,0,,,,,,,,,,,,,,,,,,,,,,,
317794,RB,Deshaun Fenwick,2020,South Carolina,SCUN,,,,,,,52,289,1,14,0,108,0,0,0,0,1,0,,0,,,,,,,,,,,,
317794,RB,Deshaun Fenwick,2021,Oregon State,ORST,,,,,,,78,448,4,4,0,14,,,,,,,,,,,,,,,,,,,1,0
317794,RB,Deshaun Fenwick,2022,Oregon State,ORST,,,,,,,113,553,7,3,0,13,,,,,,,,,,,,,,,,,,,2,1
317794,RB,Deshaun Fenwick,2023,Oregon State,ORST,1,0,0,0,0,0,96,515,5,9,2,76,,,,,,,,,5,5,1,0,5,,,,,,2,2
318957,DE,Habakkuk Baldonado,2019,Pittsburgh,PAPT,,,,,,,,,,,,,0,3,4,12,30,5.5,,0,,,,,,,,,,,0,0
318957,DE,Habakkuk Baldonado,2020,Pittsburgh,PAPT,,,,,,,,,,,,,0,0,0,2,3,0,,0,,,,,,,,,,,,
318957,DE,Habakkuk Baldonado,2021,Pittsburgh,PAPT,,,,,,,,,,,,,0,8,9,25,41,12,,0,,,,,,,,,,,0,0
318957,DE,Habakkuk Baldonado,2022,Pittsburgh,PAPT,,,,,,,,,,,,,3,5,2,9,24,5,,0,,,,,,,,,,,,
324681,IB,Mohamoud Diabate,2019,Florida,FLUN,,,,,,,,,,,,,0,1,4,3,14,1,,0,,,,,,,,,,,,
324681,IB,Mohamoud Diabate,2020,Florida,FLUN,,,,,,,,,,,,,1,5,1.5,33,67,7,1,0,,,,,,,,,,,,
324681,IB,Mohamoud Diabate,2021,Florida,FLUN,,,,,,,,,,,,,0,4,0,34,89,2.5,,0,,,,,,,,,,,,
324681,IB,Mohamoud Diabate,2022,Utah,UTUN,,,,,,,,,,,,,1,0,5,23,46,11.5,,0,,,,,,,,,,,,
324695,IB,Darius Muasau,2019,Hawai'i,HIUN,,,,,,,,,,,,,0,0,0,44,60,3,,0,,,,,,,,,,,0,0
324695,IB,Darius Muasau,2020,Hawai'i,HIUN,,,,,,,,,,,,,1,7,4.5,66,102,9.5,1,0,,,,,,,,,,,,
324695,IB,Darius Muasau,2021,Hawai'i,HIUN,,,,,,,,,,,,,4,3,7,65,108,14,1,1,,,,,,,,,,,0,0
324695,IB,Darius Muasau,2022,UCLA,CALA,,,,,,,,,,,,,2,5,1,37,77,2.5,2,0,,,,,,,,,,,0,0
324695,IB,Darius Muasau,2023,UCLA,CALA,,,,,,,,,,,,,5,1,3,43,75,10.5,1,0,,,,,,,,,,,,
324802,DC,Jordan Clark,2019,Arizona State,AZST,,,,,,,,,,,,,0,0,0,5,5,0,,0,,,,,,,,,,,,
324802,DC,Jordan Clark,2020,Arizona State,AZST,,,,,,,,,,,,,2,0,0,11,16,1,,0,,,,,,,,,,,,
324802,DC,Jordan Clark,2021,Arizona State,AZST,,,,,,,,,,,,,2,0,0,19,21,1,1,0,,,,,,,,,,,,
324802,DC,Jordan Clark,2022,Arizona State,AZST,,,,,,,,,,,,,4,0,0,36,47,3,2,1,,,,,,,,,,,,
324802,DC,Jordan Clark,2023,Arizona State,AZST,,,,,,,,,,,,,9,0,0,30,50,1.5,,0,,,,,,,,,,,,
324802,DC,Jordan Clark,2024,Notre Dame,INND,,,,,,,,,,,,,5,1,0,28,36,2,1,0,,,,,,,,,,,,
324805,OG,Jon Gaines,2019,UCLA,CALA,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
324819,WR,Jadon Haselwood,2019,Oklahoma,OKUN,,,,,,,3,14,0,19,1,272,,,,,,,,,,,,,,,,,,,2,1
324819,WR,Jadon Haselwood,2020,Oklahoma,OKUN,,,,,,,,,,4,0,65,,,,,,,,,,,,,,,,,,,,
324819,WR,Jadon Haselwood,2021,Oklahoma,OKUN,,,,,,,,,,39,6,399,,,,,,,,,,,,,,,,,,,,
324819,WR,Jadon Haselwood,2022,Arkansas,ARUN,,,,,,,8,7,0,59,3,702,,,,,,,,,,,,,,,,,,,2,1
324852,DE,David Ugwoegbu,2019,Oklahoma,OKUN,,,,,,,,,,,,,1,0,1,14,19,4,,0,,,,,,,,,,,,
324852,DE,David Ugwoegbu,2020,Oklahoma,OKUN,,,,,,,,,,,,,0,6,1,17,33,3,1,0,,,,,,22,0,1,0,22,,
324852,DE,David Ugwoegbu,2021,Oklahoma,OKUN,,,,,,,,,,,,,0,0,0,23,48,1.5,,0,,,,,,,,,,,,
324852,DE,David Ugwoegbu,2022,Oklahoma,OKUN,,,,,,,,,,,,,1,3,2,50,101,7.5,,0,,,,,,,,,,,,
